source,target,mincutsets,length
15,16,"[[15], [16], [2, 5], [2, 19], [5, 14], [14, 19], [19, 27], [0, 10, 27], [4, 10, 27], [4, 17, 27], [10, 12, 27], [12, 17, 27], [17, 21, 27], [0, 6, 14, 23], [0, 6, 23, 27], [0, 10, 14, 23], [1, 17, 26, 27], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [4, 10, 14, 23], [4, 14, 17, 23], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 23, 27], [7, 17, 20, 27], [7, 17, 24, 27], [7, 17, 26, 27], [10, 12, 14, 23], [12, 14, 17, 23], [14, 17, 21, 23], [17, 20, 25, 27], [1, 14, 17, 23, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [14, 17, 20, 23, 25]]",42
15,17,"[[15], [17], [2, 5], [2, 19], [5, 14], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [4, 10, 16], [4, 10, 27], [10, 12, 16], [10, 12, 27], [10, 16, 19], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [4, 10, 14, 23], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [10, 12, 14, 23]]",29
15,18,"[[15], [18], [2, 5], [2, 19], [4, 7], [4, 22], [4, 25], [5, 14], [8, 22], [8, 25], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [12, 17, 20, 25], [17, 19, 21, 23], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",114
15,19,"[[15], [19], [2, 5], [5, 14]]",4
15,20,"[[15], [20], [2, 5], [2, 19], [5, 14], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [3, 4, 24], [4, 7, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 24], [3, 12, 17, 26], [4, 7, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [17, 19, 21, 23], [0, 1, 10, 17, 26], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26]]",86
15,21,"[[15], [21], [2, 5], [2, 19], [5, 14], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [1, 16, 26], [3, 16, 24], [3, 16, 26], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 27], [7, 16, 24], [7, 16, 26], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 27], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [1, 17, 26, 27], [3, 16, 17, 20], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 16, 17, 20], [7, 17, 20, 27], [7, 17, 24, 27], [7, 17, 26, 27], [10, 12, 14, 23], [12, 14, 17, 23], [16, 17, 20, 25], [16, 20, 24, 25], [16, 20, 25, 26], [17, 20, 25, 27], [1, 14, 17, 23, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [14, 17, 20, 23, 25]]",63
15,22,"[[15], [22], [2, 5], [2, 19], [4, 7], [4, 25], [5, 14], [8, 25], [14, 19], [18, 25], [19, 27], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [12, 17, 20, 25], [17, 19, 21, 23], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",113
15,23,"[[15], [23], [2, 5], [2, 19], [5, 14], [14, 19], [19, 27]]",7
15,24,"[[15], [24], [2, 5], [2, 19], [5, 14], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 17, 21], [4, 17, 27], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [17, 20, 26], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 26], [3, 16, 17, 20], [3, 17, 20, 21], [3, 17, 20, 27], [4, 7, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 12, 17, 26], [7, 16, 17, 20], [7, 17, 20, 21], [7, 17, 20, 27], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [16, 17, 20, 25], [17, 19, 21, 23], [17, 20, 21, 25], [17, 20, 25, 27], [0, 1, 10, 17, 26], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 26], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 26], [7, 14, 17, 20, 23], [7, 17, 19, 23, 26], [14, 17, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 23, 26]]",80
15,25,"[[15], [25], [2, 5], [2, 19], [4, 7], [5, 14], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [3, 4, 20], [3, 4, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [4, 10, 14, 23], [4, 14, 17, 23], [4, 16, 20, 26], [4, 20, 21, 26], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [17, 19, 21, 23], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [1, 10, 17, 19, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26]]",103
15,26,"[[15], [26], [2, 5], [2, 19], [5, 14], [14, 19], [19, 27], [0, 10, 16], [0, 10, 27], [3, 16, 24], [3, 21, 24], [4, 10, 16], [4, 10, 27], [4, 16, 17], [4, 16, 24], [4, 17, 21], [4, 17, 27], [4, 21, 24], [7, 16, 24], [7, 21, 24], [10, 12, 16], [10, 12, 27], [10, 16, 19], [12, 16, 17], [12, 17, 21], [12, 17, 27], [16, 19, 23], [0, 6, 14, 23], [0, 6, 16, 23], [0, 6, 23, 27], [0, 10, 14, 23], [0, 10, 17, 21], [3, 16, 17, 20], [3, 17, 20, 21], [3, 17, 20, 27], [3, 17, 24, 27], [4, 10, 14, 23], [4, 14, 17, 23], [6, 10, 13, 16], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 16, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 16, 23], [6, 13, 23, 27], [7, 16, 17, 20], [7, 17, 20, 21], [7, 17, 20, 27], [7, 17, 24, 27], [10, 12, 14, 23], [10, 17, 19, 21], [12, 14, 17, 23], [16, 17, 20, 25], [16, 20, 24, 25], [17, 19, 21, 23], [17, 20, 21, 25], [17, 20, 25, 27], [20, 21, 24, 25], [0, 6, 17, 21, 23], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [14, 17, 20, 23, 25]]",67
15,27,"[[15], [27], [2, 5], [2, 19], [5, 14], [14, 19], [14, 16, 23], [0, 6, 14, 23], [0, 10, 14, 23], [4, 10, 14, 23], [4, 14, 17, 23], [6, 12, 14, 23], [6, 13, 14, 23], [10, 12, 14, 23], [12, 14, 17, 23], [14, 17, 21, 23], [1, 14, 17, 23, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [14, 17, 20, 23, 25]]",24
16,17,"[[16], [17]]",2
16,18,"[[16], [18], [4, 7], [4, 22], [4, 25], [8, 22], [8, 25], [3, 4, 20], [3, 4, 24], [4, 17, 21], [4, 21, 24], [12, 17, 21], [17, 21, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 17, 26, 27], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [4, 20, 21, 26], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [7, 17, 20, 27], [7, 17, 24, 27], [7, 17, 26, 27], [10, 17, 19, 21], [12, 17, 20, 25], [14, 17, 21, 23], [17, 19, 21, 23], [17, 20, 25, 27], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",97
16,19,"[[16], [19], [0, 10, 27], [4, 10, 27], [4, 17, 27], [10, 12, 27], [12, 17, 27], [17, 21, 27], [0, 6, 14, 23], [0, 6, 23, 27], [0, 10, 14, 23], [1, 17, 26, 27], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [4, 10, 14, 23], [4, 14, 17, 23], [6, 10, 13, 27], [6, 12, 14, 23], [6, 12, 23, 27], [6, 13, 14, 23], [6, 13, 23, 27], [7, 17, 20, 27], [7, 17, 24, 27], [7, 17, 26, 27], [10, 12, 14, 23], [12, 14, 17, 23], [14, 17, 21, 23], [17, 20, 25, 27], [1, 14, 17, 23, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [14, 17, 20, 23, 25]]",37
16,20,"[[16], [20], [3, 4, 24], [4, 7, 24], [4, 17, 21], [4, 21, 24], [12, 17, 21], [17, 21, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 17, 26, 27], [3, 4, 17, 26], [3, 12, 17, 24], [3, 12, 17, 26], [3, 17, 24, 27], [3, 17, 26, 27], [4, 7, 17, 26], [7, 12, 17, 24], [7, 12, 17, 26], [7, 17, 24, 27], [7, 17, 26, 27], [10, 17, 19, 21], [14, 17, 21, 23], [17, 19, 21, 23], [0, 1, 10, 17, 26], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26]]",64
16,21,"[[16], [21]]",2
16,22,"[[16], [22], [4, 7], [4, 25], [8, 25], [18, 25], [3, 4, 20], [3, 4, 24], [4, 17, 21], [4, 21, 24], [12, 17, 21], [17, 21, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 4, 20, 26], [1, 4, 24, 26], [1, 12, 17, 26], [1, 17, 26, 27], [3, 4, 17, 26], [3, 12, 17, 20], [3, 12, 17, 24], [3, 12, 17, 26], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [4, 20, 21, 26], [7, 12, 17, 20], [7, 12, 17, 24], [7, 12, 17, 26], [7, 17, 20, 27], [7, 17, 24, 27], [7, 17, 26, 27], [10, 17, 19, 21], [12, 17, 20, 25], [14, 17, 21, 23], [17, 19, 21, 23], [17, 20, 25, 27], [0, 1, 10, 17, 26], [0, 3, 10, 17, 20], [0, 3, 10, 17, 24], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 20], [0, 7, 10, 17, 24], [0, 7, 10, 17, 26], [0, 10, 17, 20, 25], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 20], [3, 10, 17, 19, 24], [3, 10, 17, 19, 26], [3, 14, 17, 20, 23], [3, 14, 17, 23, 24], [3, 14, 17, 23, 26], [3, 17, 19, 20, 23], [3, 17, 19, 23, 24], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 20], [7, 10, 17, 19, 24], [7, 10, 17, 19, 26], [7, 14, 17, 20, 23], [7, 14, 17, 23, 24], [7, 14, 17, 23, 26], [7, 17, 19, 20, 23], [7, 17, 19, 23, 24], [7, 17, 19, 23, 26], [10, 17, 19, 20, 25], [14, 17, 20, 23, 25], [17, 19, 20, 23, 25], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 20, 23], [0, 3, 6, 17, 23, 24], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 20, 23], [0, 6, 7, 17, 23, 24], [0, 6, 7, 17, 23, 26], [0, 6, 17, 20, 23, 25], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 20], [3, 6, 10, 13, 17, 24], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 20, 23], [3, 6, 13, 17, 23, 24], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 20], [6, 7, 10, 13, 17, 24], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 20, 23], [6, 7, 13, 17, 23, 24], [6, 7, 13, 17, 23, 26], [6, 10, 13, 17, 20, 25], [6, 13, 17, 20, 23, 25]]",96
16,23,"[[16], [23], [0, 10, 27], [4, 10, 27], [4, 17, 27], [10, 12, 27], [10, 19, 27], [12, 17, 27], [17, 21, 27], [1, 17, 26, 27], [3, 17, 20, 27], [3, 17, 24, 27], [3, 17, 26, 27], [6, 10, 13, 27], [7, 17, 20, 27], [7, 17, 24, 27], [7, 17, 26, 27], [17, 20, 25, 27]]",18
16,24,"[[16], [24], [4, 17, 21], [12, 17, 21], [17, 20, 26], [17, 21, 27], [0, 10, 17, 21], [1, 4, 17, 26], [1, 12, 17, 26], [1, 17, 26, 27], [3, 4, 17, 26], [3, 12, 17, 26], [3, 17, 20, 21], [3, 17, 26, 27], [4, 7, 17, 26], [7, 12, 17, 26], [7, 17, 20, 21], [7, 17, 26, 27], [10, 17, 19, 21], [14, 17, 21, 23], [17, 19, 21, 23], [17, 20, 21, 25], [0, 1, 10, 17, 26], [0, 3, 10, 17, 26], [0, 6, 17, 21, 23], [0, 7, 10, 17, 26], [1, 10, 17, 19, 26], [1, 14, 17, 23, 26], [1, 17, 19, 23, 26], [3, 10, 17, 19, 26], [3, 14, 17, 23, 26], [3, 17, 19, 23, 26], [6, 10, 13, 17, 21], [6, 13, 17, 21, 23], [7, 10, 17, 19, 26], [7, 14, 17, 23, 26], [7, 17, 19, 23, 26], [0, 1, 6, 17, 23, 26], [0, 3, 6, 17, 23, 26], [0, 6, 7, 17, 23, 26], [1, 6, 10, 13, 17, 26], [1, 6, 13, 17, 23, 26], [3, 6, 10, 13, 17, 26], [3, 6, 13, 17, 23, 26], [6, 7, 10, 13, 17, 26], [6, 7, 13, 17, 23, 26]]",46
